InvoiceId,CustomerId,InvoiceDate,BillingAddress,BillingCity,BillingState,BillingCountry,BillingPostalCode,Total,InvoiceLineId,TrackId,UnitPrice,Quantity
106,41,2010-04-11,"11, Place Bellecour",Lyon,,France,69002,1.98,572,3484,0.99,1
107,43,2010-04-12,"68, Rue Jouvence",Dijon,,France,21000,3.96,573,3486,0.99,1
107,43,2010-04-12,"68, Rue Jouvence",Dijon,,France,21000,3.96,574,3488,0.99,1
107,43,2010-04-12,"68, Rue Jouvence",Dijon,,France,21000,3.96,575,3490,0.99,1
107,43,2010-04-12,"68, Rue Jouvence",Dijon,,France,21000,3.96,576,3492,0.99,1
108,47,2010-04-13,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,577,3496,0.99,1
108,47,2010-04-13,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,578,3500,0.99,1
108,47,2010-04-13,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,579,1,0.99,1
108,47,2010-04-13,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,580,5,0.99,1
108,47,2010-04-13,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,581,9,0.99,1
108,47,2010-04-13,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,5.94,582,13,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,583,19,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,584,25,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,585,31,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,586,37,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,587,43,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,588,49,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,589,55,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,590,61,0.99,1
109,53,2010-04-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,8.91,591,67,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,592,76,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,593,85,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,594,94,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,595,103,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,596,112,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,597,121,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,598,130,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,599,139,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,600,148,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,601,157,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,602,166,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,603,175,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,604,184,0.99,1
110,3,2010-04-21,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,13.86,605,193,0.99,1
111,17,2010-04-29,1 Microsoft Way,Redmond,WA,USA,98052-8300,0.99,606,207,0.99,1
112,18,2010-05-12,627 Broadway,New York,NY,USA,10012-2612,1.98,607,208,0.99,1
112,18,2010-05-12,627 Broadway,New York,NY,USA,10012-2612,1.98,608,209,0.99,1
113,20,2010-05-12,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,1.98,609,211,0.99,1
113,20,2010-05-12,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,1.98,610,213,0.99,1
114,22,2010-05-13,120 S Orange Ave,Orlando,FL,USA,32801,3.96,611,215,0.99,1
114,22,2010-05-13,120 S Orange Ave,Orlando,FL,USA,32801,3.96,612,217,0.99,1
114,22,2010-05-13,120 S Orange Ave,Orlando,FL,USA,32801,3.96,613,219,0.99,1
114,22,2010-05-13,120 S Orange Ave,Orlando,FL,USA,32801,3.96,614,221,0.99,1
115,26,2010-05-14,2211 W Berry Street,Fort Worth,TX,USA,76110,5.94,615,225,0.99,1
115,26,2010-05-14,2211 W Berry Street,Fort Worth,TX,USA,76110,5.94,616,229,0.99,1
115,26,2010-05-14,2211 W Berry Street,Fort Worth,TX,USA,76110,5.94,617,233,0.99,1
115,26,2010-05-14,2211 W Berry Street,Fort Worth,TX,USA,76110,5.94,618,237,0.99,1
115,26,2010-05-14,2211 W Berry Street,Fort Worth,TX,USA,76110,5.94,619,241,0.99,1
115,26,2010-05-14,2211 W Berry Street,Fort Worth,TX,USA,76110,5.94,620,245,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,621,251,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,622,257,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,623,263,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,624,269,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,625,275,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,626,281,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,627,287,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,628,293,0.99,1
116,32,2010-05-17,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,8.91,629,299,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,630,308,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,631,317,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,632,326,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,633,335,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,634,344,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,635,353,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,636,362,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,637,371,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,638,380,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,639,389,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,640,398,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,641,407,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,642,416,0.99,1
117,41,2010-05-22,"11, Place Bellecour",Lyon,,France,69002,13.86,643,425,0.99,1
118,55,2010-05-30,421 Bourke Street,Sidney,NSW,Australia,2010,0.99,644,439,0.99,1
119,56,2010-06-12,307 Macacha Güemes,Buenos Aires,,Argentina,1106,1.98,645,440,0.99,1
119,56,2010-06-12,307 Macacha Güemes,Buenos Aires,,Argentina,1106,1.98,646,441,0.99,1
120,58,2010-06-12,"12,Community Centre",Delhi,,India,110017,1.98,647,443,0.99,1
120,58,2010-06-12,"12,Community Centre",Delhi,,India,110017,1.98,648,445,0.99,1
121,1,2010-06-13,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,3.96,649,447,0.99,1
121,1,2010-06-13,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,3.96,650,449,0.99,1
121,1,2010-06-13,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,3.96,651,451,0.99,1
121,1,2010-06-13,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,3.96,652,453,0.99,1
122,5,2010-06-14,Klanova 9/506,Prague,,Czech Republic,14700,5.94,653,457,0.99,1
122,5,2010-06-14,Klanova 9/506,Prague,,Czech Republic,14700,5.94,654,461,0.99,1
122,5,2010-06-14,Klanova 9/506,Prague,,Czech Republic,14700,5.94,655,465,0.99,1
122,5,2010-06-14,Klanova 9/506,Prague,,Czech Republic,14700,5.94,656,469,0.99,1
122,5,2010-06-14,Klanova 9/506,Prague,,Czech Republic,14700,5.94,657,473,0.99,1
122,5,2010-06-14,Klanova 9/506,Prague,,Czech Republic,14700,5.94,658,477,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,659,483,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,660,489,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,661,495,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,662,501,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,663,507,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,664,513,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,665,519,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,666,525,0.99,1
123,11,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91,667,531,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,668,540,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,669,549,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,670,558,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,671,567,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,672,576,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,673,585,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,674,594,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,675,603,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,676,612,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,677,621,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,678,630,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,679,639,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,680,648,0.99,1
124,20,2010-06-22,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,13.86,681,657,0.99,1
125,34,2010-06-30,Rua da Assunção 53,Lisbon,,Portugal,,0.99,682,671,0.99,1
126,35,2010-07-13,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,1.98,683,672,0.99,1
126,35,2010-07-13,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,1.98,684,673,0.99,1
127,37,2010-07-13,Berger Straße 10,Frankfurt,,Germany,60316,1.98,685,675,0.99,1
127,37,2010-07-13,Berger Straße 10,Frankfurt,,Germany,60316,1.98,686,677,0.99,1
128,39,2010-07-14,"4, Rue Milton",Paris,,France,75009,3.96,687,679,0.99,1
128,39,2010-07-14,"4, Rue Milton",Paris,,France,75009,3.96,688,681,0.99,1
128,39,2010-07-14,"4, Rue Milton",Paris,,France,75009,3.96,689,683,0.99,1
128,39,2010-07-14,"4, Rue Milton",Paris,,France,75009,3.96,690,685,0.99,1
129,43,2010-07-15,"68, Rue Jouvence",Dijon,,France,21000,5.94,691,689,0.99,1
129,43,2010-07-15,"68, Rue Jouvence",Dijon,,France,21000,5.94,692,693,0.99,1
129,43,2010-07-15,"68, Rue Jouvence",Dijon,,France,21000,5.94,693,697,0.99,1
129,43,2010-07-15,"68, Rue Jouvence",Dijon,,France,21000,5.94,694,701,0.99,1
129,43,2010-07-15,"68, Rue Jouvence",Dijon,,France,21000,5.94,695,705,0.99,1
129,43,2010-07-15,"68, Rue Jouvence",Dijon,,France,21000,5.94,696,709,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,697,715,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,698,721,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,699,727,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,700,733,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,701,739,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,702,745,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,703,751,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,704,757,0.99,1
130,49,2010-07-18,Ordynacka 10,Warsaw,,Poland,00-358,8.91,705,763,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,706,772,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,707,781,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,708,790,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,709,799,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,710,808,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,711,817,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,712,826,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,713,835,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,714,844,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,715,853,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,716,862,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,717,871,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,718,880,0.99,1
131,58,2010-07-23,"12,Community Centre",Delhi,,India,110017,13.86,719,889,0.99,1
132,13,2010-07-31,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,0.99,720,903,0.99,1
133,14,2010-08-13,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,1.98,721,904,0.99,1
133,14,2010-08-13,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,1.98,722,905,0.99,1
134,16,2010-08-13,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,1.98,723,907,0.99,1
134,16,2010-08-13,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,1.98,724,909,0.99,1
135,18,2010-08-14,627 Broadway,New York,NY,USA,10012-2612,3.96,725,911,0.99,1
135,18,2010-08-14,627 Broadway,New York,NY,USA,10012-2612,3.96,726,913,0.99,1
135,18,2010-08-14,627 Broadway,New York,NY,USA,10012-2612,3.96,727,915,0.99,1
135,18,2010-08-14,627 Broadway,New York,NY,USA,10012-2612,3.96,728,917,0.99,1
136,22,2010-08-15,120 S Orange Ave,Orlando,FL,USA,32801,5.94,729,921,0.99,1
136,22,2010-08-15,120 S Orange Ave,Orlando,FL,USA,32801,5.94,730,925,0.99,1
136,22,2010-08-15,120 S Orange Ave,Orlando,FL,USA,32801,5.94,731,929,0.99,1
136,22,2010-08-15,120 S Orange Ave,Orlando,FL,USA,32801,5.94,732,933,0.99,1
136,22,2010-08-15,120 S Orange Ave,Orlando,FL,USA,32801,5.94,733,937,0.99,1
136,22,2010-08-15,120 S Orange Ave,Orlando,FL,USA,32801,5.94,734,941,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,735,947,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,736,953,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,737,959,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,738,965,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,739,971,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,740,977,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,741,983,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,742,989,0.99,1
137,28,2010-08-18,302 S 700 E,Salt Lake City,UT,USA,84102,8.91,743,995,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,744,1004,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,745,1013,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,746,1022,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,747,1031,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,748,1040,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,749,1049,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,750,1058,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,751,1067,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,752,1076,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,753,1085,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,754,1094,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,755,1103,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,756,1112,0.99,1
138,37,2010-08-23,Berger Straße 10,Frankfurt,,Germany,60316,13.86,757,1121,0.99,1
139,51,2010-08-31,Celsiusg. 9,Stockholm,,Sweden,11230,0.99,758,1135,0.99,1
140,52,2010-09-13,202 Hoxton Street,London,,United Kingdom,N1 5LH,1.98,759,1136,0.99,1
140,52,2010-09-13,202 Hoxton Street,London,,United Kingdom,N1 5LH,1.98,760,1137,0.99,1
141,54,2010-09-13,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,1.98,761,1139,0.99,1
141,54,2010-09-13,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,1.98,762,1141,0.99,1
142,56,2010-09-14,307 Macacha Güemes,Buenos Aires,,Argentina,1106,3.96,763,1143,0.99,1
142,56,2010-09-14,307 Macacha Güemes,Buenos Aires,,Argentina,1106,3.96,764,1145,0.99,1
142,56,2010-09-14,307 Macacha Güemes,Buenos Aires,,Argentina,1106,3.96,765,1147,0.99,1
142,56,2010-09-14,307 Macacha Güemes,Buenos Aires,,Argentina,1106,3.96,766,1149,0.99,1
143,1,2010-09-15,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,5.94,767,1153,0.99,1
143,1,2010-09-15,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,5.94,768,1157,0.99,1
143,1,2010-09-15,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,5.94,769,1161,0.99,1
143,1,2010-09-15,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,5.94,770,1165,0.99,1
143,1,2010-09-15,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,5.94,771,1169,0.99,1
143,1,2010-09-15,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,5.94,772,1173,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,773,1179,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,774,1185,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,775,1191,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,776,1197,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,777,1203,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,778,1209,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,779,1215,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,780,1221,0.99,1
144,7,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91,781,1227,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,782,1236,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,783,1245,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,784,1254,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,785,1263,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,786,1272,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,787,1281,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,788,1290,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,789,1299,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,790,1308,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,791,1317,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,792,1326,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,793,1335,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,794,1344,0.99,1
145,16,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86,795,1353,0.99,1
146,30,2010-10-01,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,0.99,796,1367,0.99,1
147,31,2010-10-14,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,1.98,797,1368,0.99,1
147,31,2010-10-14,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,1.98,798,1369,0.99,1
148,33,2010-10-14,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,1.98,799,1371,0.99,1
148,33,2010-10-14,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,1.98,800,1373,0.99,1
149,35,2010-10-15,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,3.96,801,1375,0.99,1
149,35,2010-10-15,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,3.96,802,1377,0.99,1
149,35,2010-10-15,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,3.96,803,1379,0.99,1
149,35,2010-10-15,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,3.96,804,1381,0.99,1
150,39,2010-10-16,"4, Rue Milton",Paris,,France,75009,5.94,805,1385,0.99,1
150,39,2010-10-16,"4, Rue Milton",Paris,,France,75009,5.94,806,1389,0.99,1
150,39,2010-10-16,"4, Rue Milton",Paris,,France,75009,5.94,807,1393,0.99,1
150,39,2010-10-16,"4, Rue Milton",Paris,,France,75009,5.94,808,1397,0.99,1
150,39,2010-10-16,"4, Rue Milton",Paris,,France,75009,5.94,809,1401,0.99,1
150,39,2010-10-16,"4, Rue Milton",Paris,,France,75009,5.94,810,1405,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,811,1411,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,812,1417,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,813,1423,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,814,1429,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,815,1435,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,816,1441,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,817,1447,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,818,1453,0.99,1
151,45,2010-10-19,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,8.91,819,1459,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,820,1468,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,821,1477,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,822,1486,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,823,1495,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,824,1504,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,825,1513,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,826,1522,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,827,1531,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,828,1540,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,829,1549,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,830,1558,0.99,1
152,54,2010-10-24,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,13.86,831,1567,0.99,1
